user_id,point_id,standard_id,date,conductivity,total_dissolved_solids_tds,total_suspended_solids_tss,turbidity,hardness,alkalinity,temperature,salinity,dissolved_oxygen_do,colour,odour,taste,ph,chloride_cl,fluoride_f,residual_chlorine,sulphate_so4,sulphite_h2s,free_cyanide_fcn,total_cyanide_cn_tot,wad_cyanide_cn_wad,ammonium_nh4,ammonia_n_nh3,nitrate_no3,nitrite_no2,phosphate_po4,aluminium_al,antimony_sb,arsenic_as,barium_ba,cadmium_cd,chromium_cr,chromium_hexavalent_cr6,cobalt_co,copper_cu,iron_fe,manganese_mn,lead_pb,mercury_hg,nickel_ni,selenium_se,silver_ag,zinc_zn,aluminium_t_al,arsenic_t_as,cadmium_t_cd,chromium_hexavalent_t_cr6,chromium_t_cr,cobalt_t_co,copper_t_cu,lead_t_pb,selenium_t_se,mercury_t_hg,nickel_t_ni,zinc_t_zn,bod,cod,oil_and_grease,phenols,permanganate_number_as_kmno4,surfactant_mbas,benzene,chloroform,2_4_6_trichloropenol,2_4_d,pentachlorophenol,total_pesticides,chlordane_total_isomer,dieldrin,aldrin,fecal_coliform,e_coli,total_coliform_bacteria
1,14,7,2016-03-05,204.9,129,-,26.6,64,-,31.6,-,-,6,Odourless,Tasteless,6.23,3.2,0.16,-,13,-,0.005,0.005,0.005,-,-,2.26,0.001,-,-,-,0.0005,-,0.0003,-,0.005,-,-,0.83,0.025,0.047,0.00005,-,0.0021,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,1,2420
1,14,7,2016-06-08,288,133,-,41.2,79,-,33.8,-,-,5,Odourless,Tasteless,6.24,3.2,0.16,-,7,-,0.005,0.005,0.005,-,-,2.58,0.001,-,-,-,0.0005,-,0.0001,-,0.005,-,-,0.48,0.001,0.005,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,12,2420
1,14,7,2016-09-05,241,143,-,55.8,91,-,34,-,-,5,Odourless,Tasteless,6.43,2.7,0.14,-,9,-,0.005,0.005,0.005,-,-,0.998,0.001,-,-,-,0.0005,-,0.0002,-,0.005,-,-,0.18,0.009,0.005,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,-,-
1,14,7,2016-12-06,261,140,-,53.3,86,-,33.8,-,-,5,Odourless,Tasteless,6.21,2.1,0.13,-,7,-,0.005,0.005,0.005,-,-,1.32,0.001,-,-,-,0.0005,-,0.0002,-,0.005,-,-,0.14,0.001,0.005,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,1,1730
1,14,7,2017-03-06,251,156,-,26.4,88,-,31.2,-,-,5,Odourless,Tasteless,6.5,1.6,0.06,-,10,-,0.005,0.005,0.005,-,-,0.308,0.001,-,-,-,0.0005,-,0.0001,-,0.005,-,-,0.02,0.001,0.005,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,1,2420
1,14,7,2017-06-09,250,171,-,33.7,95,-,27.6,-,-,5,Odourless,Tasteless,6.4,1.4,0.19,-,8,-,0.005,0.005,0.005,-,-,0.239,0.002,-,-,-,0.0005,-,0.0002,-,0.005,-,-,0.07,0.001,0.005,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,1,411
1,14,7,2017-09-08,236,186,-,38,123,-,32.9,-,-,12,Odourless,Tasteless,6.57,0.5,0.16,-,8,-,0.005,0.005,0.005,-,-,0.005,0.001,-,-,-,0.0005,-,0.0001,-,0.005,-,-,0.02,0.001,0.005,0.00002,-,0.0005,-,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,26,93
1,14,7,2017-12-12,-,206,-,10.6,148,-,-,-,-,5,Odourless,Tasteless,6.78,3.6,0.12,-,23,-,0.005,0.005,0.005,-,-,0.212,0.001,-,-,-,0.0005,-,0.0001,-,0.005,-,-,0.02,0.001,0.005,0.00005,-,0.0005,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,42,613
1,14,7,2018-03-07,-,199,-,1.7,139,-,-,-,-,5,Odourless,Tasteless,6.64,0.5,0.32,-,11,-,0.005,0.005,0.005,-,-,0.319,0.001,-,-,-,0.0005,-,0.0001,-,0.005,-,-,0.02,0.001,0.013,0.000005,-,0.005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,2,2420
1,14,7,2018-06-07,-,197,-,1.3,115,-,-,-,-,5,Odourless,Tasteless,7.89,0.5,0.16,-,12,-,0.005,0.005,0.005,-,-,0.266,0.001,-,-,-,0.0005,-,0.0001,-,0.005,-,-,0.02,0.001,0.005,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,1,172
1,14,7,2018-09-05,-,178,-,27.4,102,-,-,-,-,5,Odourless,Tasteless,6.47,1.3,0.07,-,10,-,0.005,0.005,0.005,-,-,0.044,0.001,-,-,-,0.0005,-,0.0001,-,0.005,-,-,0.12,0.001,0.005,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,1,387
1,14,7,2018-12-01,-,197,-,0.9,137,-,-,-,-,5,Odourless,Tasteless,6.59,0.7,0.19,-,22,-,0.005,0.005,0.005,-,-,0.34,0.001,-,-,-,0.0005,-,0.0001,-,0.005,-,-,0.02,0.001,0.005,0.00005,-,0.0005,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,1,2420
1,14,7,2019-02-11,-,187,-,1.4,103,-,-,-,-,5,Odourless,Tasteless,7.29,5.4,0.25,-,21,-,0.005,0.005,0.005,-,-,0.476,0.001,-,-,-,0.0005,-,0.0001,-,0.005,-,-,0.02,0.001,0.005,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.001,0.001,0.00001,-,1,114
1,14,7,2019-06-14,-,176,-,7,110,-,-,-,-,5,Odourless,Tasteless,6.46,1.5,0.18,-,8,-,0.005,0.005,0.005,-,-,0.01,0.001,-,-,-,0.0005,-,0.0001,-,0.002,-,-,0.005,0.001,0.001,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.01,0.001,1,0.5,0.005,0.005,0.005,0.5,0.01,0.005,-,12100,5
1,14,7,2019-09-10,-,160,-,23.8,91.6,-,-,-,-,5,Odorless,NA,6.86,0.5,0.17,-,10,-,0.005,0.005,0.005,-,-,0.013,0.001,-,-,-,0.0006,-,0.0001,-,0.002,-,-,0.016,0.001,0.001,0.00005,-,0.0005,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.01,0.001,0.001,0.0005,0.000005,0.000005,0.000005,0.005,0.0005,0.000005,-,1,1180
1,14,7,2019-12-07,-,170,-,54,90.3,-,-,-,-,5,Odorless,NA,6.53,1.4,0.19,-,8,-,0.005,0.005,0.005,-,-,0.031,0.001,-,-,-,0.0006,-,0.0001,-,0.002,-,-,0.005,0.001,0.001,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.01,0.001,0.001,0.0005,0.000005,0.000005,0.000005,0.005,0.0005,0.000005,-,479,12100
