user_id,biota_id,location_id,date,taxa_richness,species_density,diversity_index,evenness_value,dominance_index
1,1,25,2012-02-05,2,38,1,1,0.5
1,1,25,2012-10-12,4,30,0.97,0.7,0.3
1,1,25,2013-06-01,0,0,0,0,0
1,1,25,2013-10-26,6,88,2.5,0.967132018,0.1875
1,1,25,2014-02-27,3,33,1.584962501,1,0.333333333
1,1,25,2014-08-20,0,0,-,-,-
1,1,25,2015-03-27,3,696,0.45,0.95,0.38
1,1,25,2015-09-16,3,33,1.585,1,0.333
1,1,25,2016-02-19,2,12,1,1,0.5
1,1,25,2016-08-12,5,60,1.960964047,0.844541246,0.32
1,1,25,2017-03-16,7,72,2.725480557,0.970835763,0.160493827
1,1,25,2017-08-29,5,72,1.959,0.844,0.319
1,1,25,2018-05-17,6,60,2.446,0.946,0.2
1,1,25,2018-09-20,5,60,2.122,0.914,0.26
1,1,25,2019-04-02,2,18,0.918,0.918,0.556
1,1,25,2019-09-25,1,45,0,0,1
1,1,25,2020-06-18,4,76,2,1,0.25
1,1,25,2020-09-30,3,220,1.522,0.96,0.36
1,1,25,2021-04-14,1,44,0,0,1
1,1,25,2021-09-28,1,44,0,0,1
1,1,25,2022-03-30,2,88,1,1,0.5
1,1,25,2022-08-09,2,132,0.918295834,0.918295834,0.555555556
1,2,25,2012-02-05,24,1004659,2.167787367,0.682111595,0.185695348
1,2,25,2012-10-12,5,2400,2.322,0.768,0.8
1,2,25,2013-06-01,3,23520,1.449,0.918,0.612
1,2,25,2013-10-26,14,1428332,0.498490675,0.188889673,0.797237651
1,2,25,2014-02-27,7,24995,1.322687213,0.679726766,0.331371058
1,2,25,2014-08-20,11,43108,1.820955873,0.759397582,0.189507837
1,2,25,2015-03-27,1,117,0,0,1
1,2,25,2015-09-16,14,725615,1.124,0.415,0.501
1,2,25,2016-02-19,8,810117,0.134722377,0.064787768,0.956184464
1,2,25,2016-08-12,6,1035066,0.068006802,0.037955319,0.980759337
1,2,25,2017-03-16,11,3245550,1.43186156,0.597132651,0.386848073
1,2,25,2017-08-29,15,40005165,0.208,0.077,0.938
1,2,25,2018-05-17,8,693885,0.186,0.89,0.941
1,2,25,2018-09-20,13,1675010,1.287,0.502,0.41
1,2,25,2019-04-02,7,3489465,0.047,0.024,0.988
1,2,25,2019-09-25,22,1190500,1.98,0.64,0.21
1,2,25,2020-06-18,13,5716143,0.3,0.12,0.9
1,2,25,2020-09-30,7,2920034,0.231,0.119,0.918
1,2,25,2021-04-14,8,337340,0.413179263,0.198697225,0.849230468
1,2,25,2021-09-28,7,285236,0.304795266,0.156633782,0.891547697
1,2,25,2022-03-30,6,103,0.348580801,0.194546649,0.869921765
1,2,25,2022-08-09,8,249,0.832462546,0.400329862,0.658457122
1,3,25,2012-02-05,10,3439,1.744508465,0.7576304,0.230815202
1,3,25,2012-10-12,0,0,0,0,0
1,3,25,2013-06-01,0,0,0,0,0
1,3,25,2013-10-26,5,3210,1.321450259,0.82106321,0.327872012
1,3,25,2014-02-27,7,2758,1.670551075,0.858493428,0.224887873
1,3,25,2014-08-20,2,502,0.451628307,0.651561919,0.721337757
1,3,25,2015-03-27,2,468,0.56,0.81,0.63
1,3,25,2015-09-16,5,6680,2.095,0.953,0.139
1,3,25,2016-02-19,4,3507,1.153741943,0.83224889,0.387755102
1,3,25,2016-08-12,4,3006,1.242453325,0.896240625,0.333333333
1,3,25,2017-03-16,4,185460,1.242453325,0.896240625,0.333333333
1,3,25,2017-08-29,5,82365,1.487,0.924,0.246
1,3,25,2018-05-17,2,2505,0.637,0.918,0.556
1,3,25,2018-09-20,4,8350,1.332,0.961,0.28
1,3,25,2019-04-02,4,9185,1.342,0.968,0.273
1,3,25,2019-09-25,2,5000,0.69,1,0.5
1,3,25,2020-06-18,5,16670,1.5,0.93,0.24
1,3,25,2020-09-30,3,13364,1.04,0.946,0.375
1,3,25,2021-04-14,6,26720,1.541976433,0.860593433,0.265625
1,3,25,2021-09-28,3,2672,1.039720771,0.94639463,0.375
1,3,25,2022-03-30,7,10688,1.78680834,0.918237844,0.1875
1,3,25,2022-08-09,6,60144,1.583258459,0.883633371,0.25
