user_id,biota_id,location_id,date,taxa_richness,species_density,diversity_index,evenness_value,dominance_index
1,1,20,2017-02-09,0,0,0,0,0
1,1,20,2017-09-22,0,0,0,0,0
1,1,20,2018-05-25,0,0,0,0,0
1,1,20,2018-09-27,2,72,0.414,0.414,0.847
1,1,20,2019-03-27,2,12,1,1,0.5
1,1,20,2019-09-18,-,-,-,-,-
1,1,20,2020-06-03,2,84,1,1,0.5
1,1,20,2021-03-15,1,14,0,0,1
1,1,20,2021-08-27,3,48,1.459147917,0.920619836,0.388888889
1,1,20,2022-04-27,2,80,0.881290899,0.881290899,0.58
1,1,20,2022-07-11,4,80,1.846439345,0.923219672,0.3
1,2,20,2017-02-09,16,390960,1.732165518,0.624746651,0.238935185
1,2,20,2017-09-22,15,15194868,0.868,0.321,0.468
1,2,20,2018-05-25,7,3959480,0.596,0.306,0.75
1,2,20,2018-09-27,15,5786550,1.115,0.412,0.401
1,2,20,2019-03-27,2,1670,0.693,1,0.5
1,2,20,2019-09-18,-,-,-,-,-
1,2,20,2020-06-03,11,1295259,0.97,0.4,0.59
1,2,20,2021-03-15,8,1816995,1.364402245,0.656138784,0.353859162
1,2,20,2021-08-27,6,2180220,1.196568685,0.667817698,0.344040164
1,2,20,2022-04-27,6,4753426,1.309114035,0.730630454,0.313802465
1,2,20,2022-07-11,13,5057108,1.71655569,0.669235704,0.212475235
1,3,20,2017-02-09,3,6516,0.867563228,0.789690082,0.5
1,3,20,2017-09-22,5,23387,1.55,0.963,0.224
1,3,20,2018-05-25,3,20048,1.04,0.946,0.375
1,3,20,2018-09-27,3,1160,0.796,0.725,0.551
1,3,20,2019-03-27,3,3340,1.04,0.946,0.375
1,3,20,2019-09-18,-,-,-,-,-
1,3,20,2020-06-03,4,8335,1.33,0.96,0.28
1,3,20,2021-03-15,5,66832,1.580818536,0.982217782,0.2109375
1,3,20,2021-08-27,3,35084,0.955699891,0.86991553,0.428571429
1,3,20,2022-04-27,5,158726,1.398920394,0.869198111,0.28531856
1,3,20,2022-07-11,4,30072,1.329661349,0.959147917,0.277777778
1,4,20,2017-02-09,-,-,-,-,-
1,4,20,2017-09-22,-,-,-,-,-
1,4,20,2018-05-25,-,-,-,-,-
1,4,20,2018-09-27,-,-,-,-,-
1,4,20,2019-03-27,-,-,-,-,-
1,4,20,2019-09-18,-,-,-,-,-
1,4,20,2020-06-03,-,-,-,-,-
1,4,20,2021-03-15,-,-,-,-,-
1,4,20,2021-08-27,9,213200,1.357941623,0.618025866,0.33484225
1,4,20,2022-04-27,9,258400,1.411458992,0.642382671,0.317744826
1,4,20,2022-07-11,11,170400,1.879180102,0.783678972,0.178139258
1,5,20,2017-02-09,-,-,-,-,-
1,5,20,2017-09-22,-,-,-,-,-
1,5,20,2018-05-25,-,-,-,-,-
1,5,20,2018-09-27,-,-,-,-,-
1,5,20,2019-03-27,-,-,-,-,-
1,5,20,2019-09-18,-,-,-,-,-
1,5,20,2020-06-03,-,-,-,-,-
1,5,20,2021-03-15,-,-,-,-,-
1,5,20,2021-08-27,5,4000,1.470808476,0.913864688,0.26
1,5,20,2022-04-27,5,4000,1.470808476,0.913864688,0.26
1,5,20,2022-07-11,4,6400,1.157373298,0.834868359,0.3828125
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
