user_id,point_id,date,sulphur_dioxide_so2,nitrogen_dioxide_no2,carbon_monoxide,ozone,total_suspended_particulate_24_hours,particulate_matter_10,particulate_matter_2_5,temperature_ambient,humidity,wind_speed,wind_direction,weather,barometric_pressure,lead_pb,hydrocarbon
1,7,2015-02-13,20,20,5000,-,10,10,-,29.8,54,0.4,east,sunny,-,-,-
1,7,2015-05-22,20,20,5000,-,10,10,-,31.6,61,1.3,east,sunny,-,-,-
1,7,2015-08-19,20,20,5000,-,10,10,-,30.8,66,1.4,west,sunny,-,-,-
1,7,2015-11-25,20,20,5000,-,10,10,-,32.4,58,0.4,east,sunny,-,-,-
1,7,2016-03-16,20,20,5000,-,10,10,-,31.3,60,1,North,Sunny,760,-,-
1,7,2016-05-26,20,20,5000,-,10,10,-,30.4,60,0.4,North,Sunny,760,-,-
1,7,2016-08-19,20,20,5000,-,10,10,-,27.9,68,0.3,West,Sunny,760,-,-
1,7,2016-12-14,20,20,5000,-,10,10,-,28.3,64,0.6,West,Cloudy,760,-,-
1,7,2017-03-23,20,20,5000,-,10,10,-,27.1,63,0.4,East,Cloudy,760,-,-
1,7,2017-05-18,20,20,5000,-,10,10,-,32.8,60,0.7,East,Sunny,760,-,-
1,7,2017-08-16,20,20,5000,-,10,10,-,30.6,60,1.1,West,Sunny,760,-,-
1,7,2017-10-25,20,20,5000,10,25,10,10,28.7,66,0.3,West,Sunny,760,-,-
1,7,2018-03-14,20,20,5000,10,10,10,10,32.8,64,1.4,West,Sunny,759,-,-
1,7,2018-06-12,20,20,5000,10,10,10,10,33.7,58.6,1.6,South,Sunny,750,-,-
1,7,2018-08-28,20,20,5000,10,10,10,10,33.5,62,1.7,East ,Sunny,750.54,-,-
1,7,2018-11-14,20,20,5000,10,20,10,10,33.7,60,1.1,North,Sunny,740,-,-
1,7,2019-02-26,20,20,5000,10,22,10,10,32.1,68,1.3,North,Sunny,751,-,-
1,7,2019-05-27,20,20,5000,10,22,10,10,35.7,62,1.2,West,Sunny,755,-,-
1,7,2019-08-21,20,5,100,20,21.1,12.6,4.9,24.0 - 32.5,49.2 - 92.8,1.1 - 5.1,North,Clear,753.0 - 756.8,-,-
1,7,2019-11-20,20,5,100,20,24.1,14.6,5.9,24.2 - 33.0,66.5 - 92.1,1.0 - 1.8,North,Clear - Cloudy,752.7 - 755.4,-,-
1,7,2020-02-19,20,5,100,-,18.4,11.1,5,24.3 - 31.6,67.1 - 93.7,1.2 - 2.7,West,Cloudy - Clear - Rainy,738.3 - 757.6,-,-
1,7,2020-04-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,7,2020-08-13,20,20,5000,-,15,10,10,31.3,70,1.2,North,Sunny,752,-,-
1,7,2020-11-10,20,20,5000,10,12,10,10,32.6,60,1.0.,West,Sunny,759,-,-
1,7,2021-02-17,20,20,5000,10,11,10,10,27.3,68,0.6,North,Cloudy,757,-,-
1,7,2021-05-26,20,20,5000,10,17,10,10,31.6,64,1.1,South,Sunny,756,0.05,10
1,7,2021-08-13,20,20,5000,10,13,10,10,33.8,58,1.1,East,Sunny,757,0.05,10
1,7,2021-10-28,20,20,5000,10,59,10,10,31,-,-,East,Sunny,758,0.05,10
1,7,2022-01-19,20,20,5000,10,41,11,10,28.5,64,1.2,North,Sunny,756,0.05,10
1,7,2022-04-21,20,20,5000,10,12,10,10,30,69,1.4,North,Sunny,758,0.05,10
1,7,2022-07-20,20,20,5000,10,10,10,10,31.5,64,1.4,West,Sunny,756,0.05,10
